geonameid,name,asciiname,alternatenames,latitude,longitude,feature_class,feature_code,country_code,cc2,admin1_code,admin2_code,admin3_code,admin4_code,population,elevation,dem,timezone,modification_date
3479567,Chácara Natálio Albeti,Chacara Natalio Albeti,Chacara Natalio Albeti$Chácara Natálio Albeti,-2.576.778,-4.974.444,S,FRM,BR,,18,4113205,,,0,,919,America/Sao_Paulo,03/08/2012
3479568,Granja Benedito R. Ganzer,Granja Benedito R. Ganzer,Granja Benedito R. Ganzer,-2.579.667,-4.971.333,S,FRM,BR,,18,4113205,,,0,,839,America/Sao_Paulo,03/08/2012
3479569,Capela do Menino Jesus,Capela do Menino Jesus,Capela do Menino Jesus,-2.576.167,-4.970.917,S,CH,BR,,18,4113205,,,0,,908,America/Sao_Paulo,03/08/2012
3479570,Escola Lauro M. Montenegro,Escola Lauro M. Montenegro,Escola Lauro M. Montenegro,-2.576.917,-4.970.667,S,SCH,BR,,18,4113205,,,0,,928,America/Sao_Paulo,03/08/2012
3479571,Sítio Ohrains Petrus,Sitio Ohrains Petrus,Sitio Ohrains Petrus$Sítio Ohrains Petrus,-2.578.861,-4.972.278,P,PPL,BR,,18,4113205,,,0,,852,America/Sao_Paulo,03/08/2012
3479572,Sítio Pavoseki,Sitio Pavoseki,Sitio Pavoseki$Sítio Pavoseki,-2.577.694,-496.775,P,PPL,BR,,18,4113205,,,0,,871,America/Sao_Paulo,03/08/2012
3479573,Sítio João M. Pinto,Sitio Joao M. Pinto,Sitio Joao M. Pinto$Sítio João M. Pinto,-2.576.222,-4.969.444,P,PPL,BR,,18,4113205,,,0,,992,America/Sao_Paulo,03/08/2012
3479574,Igreja de Nossa Senhora de Fátima,Igreja de Nossa Senhora de Fatima,Igreja de Nossa Senhora de Fatima$Igreja de Nossa Senhora de Fátima,-2.576.583,-4.973.889,S,CH,BR,,18,4113205,,,0,,927,America/Sao_Paulo,03/08/2012
3479575,Capela de Nossa Senhora dos Milages,Capela de Nossa Senhora dos Milages,Capela de Nossa Senhora dos Milages,-2.576.389,-4.971.333,S,CH,BR,,18,4113205,,,0,,899,America/Sao_Paulo,03/08/2012
3479576,Chácara Afonso Cais,Chacara Afonso Cais,Chacara Afonso Cais$Chácara Afonso Cais,-2.576.528,-4.973.778,S,FRM,BR,,18,4113205,,,0,,919,America/Sao_Paulo,03/08/2012
3479577,Sítio Aloísio Marins,Sitio Aloisio Marins,Sitio Aloisio Marins$Sítio Aloísio Marins,-2.578.306,-4.971.667,P,PPL,BR,,18,4113205,,,0,,881,America/Sao_Paulo,03/08/2012
3479578,Sítio Bernardo Afonso,Sitio Bernardo Afonso,Sitio Bernardo Afonso$Sítio Bernardo Afonso,-2.577.167,-4.967.389,P,PPL,BR,,18,4113205,,,0,,918,America/Sao_Paulo,03/08/2012
3479579,Sítio Antônio Lourenço,Sitio Antonio Lourenco,Sitio Antonio Lourenco$Sítio Antônio Lourenço,-2.578.028,-4.962.778,P,PPL,BR,,18,4113205,,,0,,825,America/Sao_Paulo,03/08/2012
3479580,Sítio Miguel Sitleka,Sitio Miguel Sitleka,Sitio Miguel Sitleka$Sítio Miguel Sitleka,-2.575.833,-4.963.556,P,PPL,BR,,18,4113205,,,0,,836,America/Sao_Paulo,03/08/2012
3479581,Sítio Lourival Ornig,Sitio Lourival Ornig,Sitio Lourival Ornig$Sítio Lourival Ornig,-2.576.111,-4.965.111,P,PPL,BR,,18,4113205,,,0,,925,America/Sao_Paulo,03/08/2012
3479582,Sítio João Siqueira,Sitio Joao Siqueira,Sitio Joao Siqueira$Sítio João Siqueira,-2.579.528,-4.963.056,P,PPL,BR,,18,4113205,,,0,,816,America/Sao_Paulo,03/08/2012
3479583,Sítio Nereu Dranka,Sitio Nereu Dranka,Sitio Nereu Dranka$Sítio Nereu Dranka,-2.578.083,-4.963.417,P,PPL,BR,,18,4113205,,,0,,817,America/Sao_Paulo,03/08/2012
3479584,Sítio Miguel Batista,Sitio Miguel Batista,Sitio Miguel Batista$Sítio Miguel Batista,-2.579.472,-4.963.833,P,PPL,BR,,18,4113205,,,0,,825,America/Sao_Paulo,03/08/2012
3479585,Sítio José Bill,Sitio Jose Bill,Sitio Jose Bill$Sítio José Bill,-25.805,-4.965.222,P,PPL,BR,,18,4113205,,,0,,912,America/Sao_Paulo,03/08/2012
3479586,Sítio João Vlublesk,Sitio Joao Vlublesk,Sitio Joao Vlublesk$Sítio João Vlublesk,-2.575.472,-4.962.056,P,PPL,BR,,18,4113205,,,0,,892,America/Sao_Paulo,03/08/2012
3479587,Sítio Vicente Figura,Sitio Vicente Figura,Sitio Vicente Figura$Sítio Vicente Figura,-2.576.389,-4.962.639,P,PPL,BR,,18,4113205,,,0,,848,America/Sao_Paulo,03/08/2012
3479588,Sítio Verônica Bill,Sitio Veronica Bill,Sitio Veronica Bill$Sítio Verônica Bill,-2.580.917,-4.965.083,P,PPL,BR,,18,4113205,,,0,,909,America/Sao_Paulo,03/08/2012
3479589,Sítio Márcia S. Bevka,Sitio Marcia S. Bevka,Sitio Marcia S. Bevka$Sítio Márcia S. Bevka,-2.577.611,-4.966.361,P,PPL,BR,,18,4113205,,,0,,910,America/Sao_Paulo,03/08/2012
3479590,Sítio Tadeu Kurka,Sitio Tadeu Kurka,Sitio Tadeu Kurka$Sítio Tadeu Kurka,-25.76,-4.963.833,P,PPL,BR,,18,4113205,,,0,,848,America/Sao_Paulo,03/08/2012
3479591,Córrego do Lajeado,Corrego do Lajeado,Corrego do Laeado$Corrego do Lajeado$Córrego do Laeado$Córrego do Lajeado,-2.569.413,-5.068.635,H,STM,BR,,18,,,,0,,776,America/Sao_Paulo,20/01/2012
3479592,Rio Palmeirinha,Rio Palmeirinha,Rio Palmeirinha,-2.574.602,-5.074.031,H,STM,BR,,18,,,,0,,830,America/Sao_Paulo,20/01/2012
3479593,Faxinal de São Pedro,Faxinal de Sao Pedro,Faxinal de Sao Pedro$Faxinal de São Pedro,-2.571.074,-5.072.734,P,PPL,BR,,18,4122008,,,0,,870,America/Sao_Paulo,03/08/2012
3479594,Faxinal dos Paula,Faxinal dos Paula,Faxinal dos Paula,-2.569.275,-5.073.781,P,PPL,BR,,18,4122008,,,0,,893,America/Sao_Paulo,03/08/2012
3479595,Paredão,Paredao,Paredao$Paredão,-2.567.789,-5.069.182,P,PPLL,BR,,18,4121505,,,0,,797,America/Sao_Paulo,11/06/2020
3479596,Rio das Pedras,Rio das Pedras,Rio das Pedras,-2.566.025,-5.071.096,H,STM,BR,,18,,,,0,,776,America/Sao_Paulo,20/01/2012
3479597,Butiazal,Butiazal,Butiazal,-2.566.152,-5.073.706,L,LCTY,BR,,18,,,,0,,888,America/Sao_Paulo,20/01/2012
3479598,Colônia Cachoeira,Colonia Cachoeira,Colonia Cachoeira$Colônia Cachoeira,-2.566.193,-5.072.369,P,PPL,BR,,18,4121505,,,0,,779,America/Sao_Paulo,03/08/2012
3479599,Barreiros,Barreiros,Barreiros,-2.571.305,-5.065.509,L,LCTY,BR,,18,,,,0,,811,America/Sao_Paulo,20/01/2012
3479600,Sítio Ana Margarida,Sitio Ana Margarida,Sitio Ana Margarida$Sítio Ana Margarida,-2.579.861,-4.965.444,P,PPL,BR,,18,4113205,,,0,,916,America/Sao_Paulo,03/08/2012
3479601,Arroio Barreira,Arroio Barreira,Arroio Barreira,-2.568.136,-5.065.792,H,STMI,BR,,18,,,,0,,773,America/Sao_Paulo,20/01/2012
3479602,Rio da Barra,Rio da Barra,Rio da Barra,-2.569.007,-5.066.424,H,STM,BR,,18,,,,0,,774,America/Sao_Paulo,20/01/2012
3479603,Arroio Barreirinho,Arroio Barreirinho,Arroio Barreirinho,-2.573.382,-5.066.886,H,STM,BR,,18,,,,0,,773,America/Sao_Paulo,20/01/2012
3479604,Barreirinho dos Beltrão,Barreirinho dos Beltrao,Barreirinho dos Beltrao$Barreirinho dos Beltrão,-2.573.017,-5.065.294,P,PPL,BR,,18,4121505,,,0,,786,America/Sao_Paulo,03/08/2012
3479605,Coxos,Coxos,Coxos,-2.573.562,-5.063.475,P,PPL,BR,,18,4121505,,,0,,785,America/Sao_Paulo,03/08/2012
3479606,Rio Bonito,Rio Bonito,Rio Bonito,-2.574.093,-5.060.007,P,PPLL,BR,,18,4121505,,,0,,789,America/Sao_Paulo,03/08/2012
3479607,Pântano Préto,Pantano Preto,Pantano Preto$Pântano Préto,-2.573.747,-5.055.338,P,PPL,BR,,18,4121505,,,0,,791,America/Sao_Paulo,03/08/2012
3479608,Pântano,Pantano,Pantano$Pântano,-2.573.722,-5.058.361,P,PPL,BR,,18,4121505,,,0,,781,America/Sao_Paulo,03/08/2012
3479609,Rio do Pântano,Rio do Pantano,Rio do Pantano$Rio do Pântano,-2.573.831,-5.061.197,H,STM,BR,,18,,,,0,,773,America/Sao_Paulo,20/01/2012
3479610,Saldanha,Saldanha,Saldanha,-2.573.487,-505.134,P,PPL,BR,,18,4125605,,,0,,811,America/Sao_Paulo,03/08/2012
3479611,Palmeiral,Palmeiral,Palmeiral,-2.571.176,-5.051.705,L,LCTY,BR,,18,,,,0,,892,America/Sao_Paulo,20/01/2012
3479612,Marmeleiro dos Beltrão,Marmeleiro dos Beltrao,Marmeleiro dos Beltrao$Marmeleiro dos Beltrão,-2.570.692,-5.056.476,L,LCTY,BR,,18,,,,0,,814,America/Sao_Paulo,20/01/2012
3479613,Marmeleiro de Baixo,Marmeleiro de Baixo,Marmeleiro de Baixo,-256.787,-5.055.585,P,PPL,BR,,18,4121505,,,0,,868,America/Sao_Paulo,03/08/2012
3479614,Marmeleiro dos Rosas,Marmeleiro dos Rosas,Marmeleiro dos Rosas,-2.566.561,-5.053.565,P,PPLL,BR,,18,4121505,,,0,,893,America/Sao_Paulo,03/08/2012
3479615,Rio Marmeleiro,Rio Marmeleiro,Rio Marmeleiro,-2.565.956,-5.060.537,H,STM,BR,,18,,,,0,,781,America/Sao_Paulo,20/01/2012
3479616,Barra dos Andrades,Barra dos Andrades,Barra dos Andrades,-2.566.329,-5.060.674,P,PPL,BR,,18,4121505,,,0,,780,America/Sao_Paulo,03/08/2012
3479617,Rio do Salto,Rio do Salto,Rio do Salto,-2.566.828,-5.064.955,H,STM,BR,,18,,,,0,,772,America/Sao_Paulo,20/01/2012
3479618,Rio Poço Bonito,Rio Poco Bonito,Poco Bonito River$Poço Bonito River$Rio Poco Bonito$Rio Poço Bonito,-2.565.684,-5.063.226,H,STM,BR,,18,,,,0,,780,America/Sao_Paulo,16/08/2021
3479619,Bugio,Bugio,Bugio,-2.566.783,-5.067.296,P,PPL,BR,,18,4121505,,,0,,783,America/Sao_Paulo,03/08/2012
3479620,Serra dos Franco,Serra dos Franco,Serra dos Franco,-2.564.353,-5.074.442,T,MTS,BR,,18,,,,0,894,900,America/Sao_Paulo,20/01/2012
3479621,Sunira,Sunira,Sunira,-2.564.079,-5.069.785,P,PPLL,BR,,18,4121505,,,0,,784,America/Sao_Paulo,03/08/2012
3479622,Potinga,Potinga,Potinga,-2.561.861,-5.073.222,L,LCTY,BR,,18,,,,0,,779,America/Sao_Paulo,20/01/2012
3479623,Marmeleiro dos Ingleses,Marmeleiro dos Ingleses,Marmeleiro dos Ingleses,-2.564.631,-5.057.495,P,PPL,BR,,18,4121505,,,0,,828,America/Sao_Paulo,03/08/2012
3479624,Marmeleiro de Cima,Marmeleiro de Cima,Marmeleiro de Cima,-2.564.743,-5.053.377,P,PPL,BR,,18,4121505,,,0,,870,America/Sao_Paulo,03/08/2012
3479625,Arroio dos Cristianos,Arroio dos Cristianos,Arroio dos Cristianos,-2.566.391,-505.943,H,STM,BR,,18,,,,0,,782,America/Sao_Paulo,20/01/2012
3479626,Bituva dos Lucios,Bituva dos Lucios,Bituva dos Lucios,-2.561.314,-5.051.001,L,LCTY,BR,,18,,,,0,,866,America/Sao_Paulo,20/01/2012
3479627,Serra do Scorsin,Serra do Scorsin,Serra do Scorsin,-256.313,-5.050.645,T,MTS,BR,,18,,,,0,,967,America/Sao_Paulo,20/01/2012
3479628,Campinas,Campinas,Campinas,-2.557.953,-5.052.923,L,LCTY,BR,,18,,,,0,,904,America/Sao_Paulo,20/01/2012
3479629,Faxinal dos Francos,Faxinal dos Francos,Faxinal dos Francos,-2.559.645,-505.874,P,PPL,BR,,18,4121505,,,0,,900,America/Sao_Paulo,03/08/2012
3479630,Faxinal dos Vieiras,Faxinal dos Vieiras,Faxinal dos Vieiras,-2.562.945,-5.061.239,P,PPL,BR,,18,4121505,,,0,,858,America/Sao_Paulo,03/08/2012
3479631,Vila Ester,Vila Ester,Vila Ester,-2.562.466,-5.068.147,P,PPL,BR,,18,4121505,,,0,,790,America/Sao_Paulo,03/08/2012
3479632,Barreiro,Barreiro,Barreiro,-2.562.822,-5.067.876,P,PPL,BR,,18,4121505,,,0,,790,America/Sao_Paulo,03/08/2012
3479633,Alto da Glória,Alto da Gloria,Alto da Gloria$Alto da Glória,-2.560.307,-5.069.018,P,PPL,BR,,18,4121505,,,0,,788,America/Sao_Paulo,03/08/2012
3479634,Passo do Potinga,Passo do Potinga,Passo do Potinga,-256.131,-5.071.572,P,PPL,BR,,18,4121505,,,0,,782,America/Sao_Paulo,03/08/2012
3479635,Riozinho,Riozinho,Riozinho,-2.562.443,-5.070.846,P,PPLL,BR,,18,4121505,,,0,,780,America/Sao_Paulo,03/08/2012
3479636,Riozinho,Riozinho,Riozinho,-2.562.362,-5.071.995,H,STM,BR,,18,,,,0,,781,America/Sao_Paulo,20/01/2012
3479637,Rio dos Porcos,Rio dos Porcos,Rio dos Porcos,-2.561.652,-5.072.832,H,STM,BR,,18,,,,0,,779,America/Sao_Paulo,20/01/2012
3479638,Rio Água Parada,Rio Agua Parada,Rio Agua Parada$Rio Água Parada,-2.559.446,-5.069.354,H,STM,BR,,18,,,,0,,783,America/Sao_Paulo,20/01/2012
3479639,Alto do Pique,Alto do Pique,Alto do Pique,-2.557.707,-5.065.568,L,LCTY,BR,,18,,,,0,,830,America/Sao_Paulo,20/01/2012
3479640,Riozinho dos Santos,Riozinho dos Santos,Riozinho dos Santos,-2.560.237,-5.064.891,P,PPL,BR,,18,4121505,,,0,,803,America/Sao_Paulo,03/08/2012
3479641,Arroio do Pique,Arroio do Pique,Arroio do Pique,-2.558.415,-50.685,H,STM,BR,,18,,,,0,,788,America/Sao_Paulo,20/01/2012
3479642,Riozinho de Baixo,Riozinho de Baixo,Riozinho de Baixo,-2.557.243,-5.067.733,P,PPL,BR,,18,4121505,,,0,,792,America/Sao_Paulo,03/08/2012
3479643,Serra do Pique Reiuno,Serra do Pique Reiuno,Serra do Pique Reiuno,-2.558.168,-5.064.171,T,MTS,BR,,18,,,,0,,927,America/Sao_Paulo,20/01/2012
3479644,Arroio Fundão,Arroio Fundao,Arroio Fundao$Arroio Fundão,-2.563.544,-5.059.202,H,STM,BR,,18,,,,0,,809,America/Sao_Paulo,20/01/2012
3479645,Rio Cachoeira,Rio Cachoeira,Rio Cachoeira,-2.559.647,-5.073.639,H,STM,BR,,18,,,,0,,784,America/Sao_Paulo,20/01/2012
3479646,Arroio dos Domingos,Arroio dos Domingos,Arroio dos Domingos,-2.559.576,-5.071.822,H,STM,BR,,18,,,,0,,781,America/Sao_Paulo,20/01/2012
3479647,Monjolo,Monjolo,Monjolo,-2.554.911,-5.071.295,P,PPL,BR,,18,4110706,,,0,,815,America/Sao_Paulo,03/08/2012
3479648,Arroio Monjolo,Arroio Monjolo,Arroio Monjolo,-2.554.234,-5.071.846,H,STM,BR,,18,,,,0,,812,America/Sao_Paulo,20/01/2012
3479649,Rio Corrente Primeiro,Rio Corrente Primeiro,Rio Corrente Primeiro,-2.551.048,-5.072.965,P,PPL,BR,,18,4110706,,,0,,818,America/Sao_Paulo,03/08/2012
3479650,Rio Corrente,Rio Corrente,Rio Corrente,-2.551.472,-5.071.836,L,LCTY,BR,,18,,,,0,,853,America/Sao_Paulo,20/01/2012
3479651,Pedra Preta,Pedra Preta,Pedra Preta,-2.552.145,-5.068.653,P,PPLL,BR,,18,4110706,,,0,,864,America/Sao_Paulo,03/08/2012
3479652,Bairro da Lagoa,Bairro da Lagoa,Bairro da Lagoa,-2.550.145,-5.066.527,P,PPL,BR,,18,4110706,,,0,,849,America/Sao_Paulo,03/08/2012
3479653,Vila Raquel,Vila Raquel,Vila Raquel,-2.550.769,-5.066.112,P,PPL,BR,,18,4110706,,,0,,848,America/Sao_Paulo,03/08/2012
3479654,Engenheiro Gutierrez,Engenheiro Gutierrez,Engenheiro Gutierrez,-2.551.742,-50.656,P,PPL,BR,,18,4110706,,,0,,846,America/Sao_Paulo,03/08/2012
3479655,Riozinho dos Anciute,Riozinho dos Anciute,Riozinho dos Anciute,-2.553.906,-5.062.975,P,PPLL,BR,,18,4110706,,,0,,887,America/Sao_Paulo,03/08/2012
3479656,Colônia São Lourenço,Colonia Sao Lourenco,Colonia Sao Lourenco$Colônia São Lourenço,-2.550.861,-505.909,P,PPL,BR,,18,4107736,,,0,,866,America/Sao_Paulo,03/08/2012
3479657,Assungui,Assungui,Assungui,-2.553.095,-5.055.386,P,PPL,BR,,18,4107736,,,0,,823,America/Sao_Paulo,03/08/2012
3479658,Sítio João A. Trevisan,Sitio Joao A. Trevisan,Sitio Joao A. Trevisan$Sítio João A. Trevisan,-2.577.833,-4.966.361,P,PPL,BR,,18,4113205,,,0,,898,America/Sao_Paulo,03/08/2012
3479659,Arroio dos Manduvas,Arroio dos Manduvas,Arroio dos Manduvas,-2.552.283,-5.055.986,H,STM,BR,,18,,,,0,,832,America/Sao_Paulo,20/01/2012
3479660,Manducas,Manducas,Manducas,-2.555.186,-5.055.597,P,PPL,BR,,18,4107736,,,0,,835,America/Sao_Paulo,03/08/2012
3479661,Balão Primeiro,Balao Primeiro,Balao Primeiro$Balão Primeiro,-2.550.795,-5.052.938,P,PPL,BR,,18,4107736,,,0,,820,America/Sao_Paulo,03/08/2012
3479662,Bituva dos Lopes,Bituva dos Lopes,Bituva dos Lopes,-2.555.816,-5.053.029,P,PPL,BR,,18,4107736,,,0,,841,America/Sao_Paulo,03/08/2012
3479663,Sítio Valentim Figueira,Sitio Valentim Figueira,Sitio Valentim Figueira$Sítio Valentim Figueira,-2.579.139,-4.964.861,P,PPL,BR,,18,4113205,,,0,,875,America/Sao_Paulo,03/08/2012
3479664,Sítio Manuel Pedro,Sitio Manuel Pedro,Sitio Manuel Pedro$Sítio Manuel Pedro,-2.579.556,-4.964.972,P,PPL,BR,,18,4113205,,,0,,870,America/Sao_Paulo,03/08/2012
3479665,Capela do Sagrado Coração de Jesus,Capela do Sagrado Coracao de Jesus,Capela do Sagrado Coracao de Jesus$Capela do Sagrado Coração de Jesus,-2.580.278,-4.965.111,S,CH,BR,,18,4113205,,,0,,911,America/Sao_Paulo,03/08/2012
3479666,Sítio Zacaria Batista,Sitio Zacaria Batista,Sitio Zacaria Batista$Sítio Zacaria Batista,-2.579.889,-4.964.528,P,PPL,BR,,18,4113205,,,0,,904,America/Sao_Paulo,03/08/2012
3479667,Sítio Joaquim C. Batista,Sitio Joaquim C. Batista,Sitio Joaquim C. Batista$Sítio Joaquim C. Batista,-2.581.222,-4.964.889,P,PPL,BR,,18,4113205,,,0,,893,America/Sao_Paulo,03/08/2012
3479668,Sítio Vilma Glenks,Sitio Vilma Glenks,Sitio Vilma Glenks$Sítio Vilma Glenks,-2.578.667,-4.966.111,P,PPL,BR,,18,4113205,,,0,,917,America/Sao_Paulo,03/08/2012
3479669,Sítio Antenor Batista,Sitio Antenor Batista,Sitio Antenor Batista$Sítio Antenor Batista,-2.581.306,-4.964.611,P,PPL,BR,,18,4113205,,,0,,909,America/Sao_Paulo,03/08/2012
3479670,Sítio Pedro Fabianski,Sitio Pedro Fabianski,Sitio Pedro Fabianski$Sítio Pedro Fabianski,-2.581.472,-4.963.806,P,PPL,BR,,18,4113205,,,0,,840,America/Sao_Paulo,03/08/2012
3479671,Sítio Antônio L. de Siqueira,Sitio Antonio L. de Siqueira,Sitio Antonio L. de Siqueira$Sítio Antônio L. de Siqueira,-2.579.472,-4.965.056,P,PPL,BR,,18,4113205,,,0,,887,America/Sao_Paulo,03/08/2012
3479672,Sítio Dionísio Figura,Sitio Dionisio Figura,Sitio Dionisio Figura$Sítio Dionísio Figura,-2.578.667,-496.575,P,PPL,BR,,18,4113205,,,0,,906,America/Sao_Paulo,03/08/2012
3479673,Sítio Maria Branco,Sitio Maria Branco,Sitio Maria Branco$Sítio Maria Branco,-2.578.222,-4.965.222,P,PPL,BR,,18,4113205,,,0,,916,America/Sao_Paulo,03/08/2012
3479674,Sítio Agostinho Branco,Sitio Agostinho Branco,Sitio Agostinho Branco$Sítio Agostinho Branco,-2.578.361,-4.965.333,P,PPL,BR,,18,4113205,,,0,,911,America/Sao_Paulo,03/08/2012
3479675,Sítio Maria de Lourdes,Sitio Maria de Lourdes,Sitio Maria de Lourdes$Sítio Maria de Lourdes,-2.578.611,-4.965.306,P,PPL,BR,,18,4113205,,,0,,925,America/Sao_Paulo,03/08/2012
3479676,Sítio Eduardo Silveira,Sitio Eduardo Silveira,Sitio Eduardo Silveira$Sítio Eduardo Silveira,-2.576.444,-4.965.028,P,PPL,BR,,18,4113205,,,0,,917,America/Sao_Paulo,03/08/2012
