geonameid,name,asciiname,alternatenames,latitude,longitude,feature_class,feature_code,country_code,cc2,admin1_code,admin2_code,admin3_code,admin4_code,population,elevation,dem,timezone,modification_date
3464125,Engenho Velho,Engenho Velho,,-1.233.333,-3.908.333,P,PPL,BR,,5,2910800,,,0,,165,America/Bahia,03/08/2012
3464126,Serra do Engenho Novo,Serra do Engenho Novo,Serra do Engenho Novo,-2.290.876,-432.541,T,MTS,BR,,21,,,,0,,143,America/Sao_Paulo,19/01/2012
3464127,Rio Engenho Novo,Rio Engenho Novo,Rio Engenho Novo,-2.299.672,-435.494,H,STM,BR,,21,,,,0,,3,America/Sao_Paulo,19/01/2012
3464128,Estação Engenho Novo,Estacao Engenho Novo,Estacao Engenho Novo$Estação Engenho Novo,-2.290.276,-4.327.044,S,RSTN,BR,,21,3304557,,,0,,24,America/Sao_Paulo,03/08/2012
3464129,Rio Engenho Novo,Rio Engenho Novo,Corrego do Engenho Novo$Córrego do Engenho Novo$Rio Engenho Novo,-2.293.504,-4.338.311,H,STM,BR,,21,,,,0,,11,America/Sao_Paulo,19/01/2012
3464130,Córrego Engenho Novo,Corrego Engenho Novo,Corrego Engenho Novo$Córrego Engenho Novo,-17.3,-4.646.667,H,STM,BR,,15,,,,0,,509,America/Sao_Paulo,09/02/2013
3464131,Engenho Novo,Engenho Novo,,-2.181.611,-4.300.167,P,PPLL,BR,,15,3139805,,,0,,542,America/Sao_Paulo,03/08/2012
3464132,Engenho Novo,Engenho Novo,,-12.2,-3.796.667,P,PPL,BR,,5,2910503,,,0,,135,America/Bahia,03/08/2012
3464133,Engenho Novo,Engenho Novo,,-1.218.333,-3.858.333,P,PPL,BR,,5,2902203,,,0,,162,America/Bahia,03/08/2012
3464134,Riozinho,Riozinho,Engenho Gutierrez$Riosinho$Riozinho,-2.553.503,-5.065.262,P,PPL,BR,,18,4110706,,,0,,820,America/Sao_Paulo,03/08/2012
3464135,Engenho do Ribeiro,Engenho do Ribeiro,,-1.957.278,-4.530.333,P,PPLL,BR,,15,3107406,,,0,,658,America/Sao_Paulo,03/08/2012
3464136,Engenho do Mato,Engenho do Mato,Engenho do Mato,-2.286.667,-43.3,S,RSTN,BR,,21,3304557,,,0,,33,America/Sao_Paulo,05/12/2012
3464137,Engenho de Serra,Engenho de Serra,Engenho de Serra,-21.3,-45.15,P,PPL,BR,,15,3138203,,,0,,828,America/Sao_Paulo,05/03/2013
3464138,Engenho de Quiçamã,Engenho de Quicama,Engenho de Quicama$Engenho de Quissama$Engenho de Quissamã$Engenho de Quiçamã,-22.1,-41.55,P,PPL,BR,BR,21,3304151,,,0,,23,America/Sao_Paulo,03/08/2012
3464139,Estação Engenho de Dentro,Estacao Engenho de Dentro,Engenheiro de Dentro$Engenho do Dentro$Estacao Engenho de Dentro$Estação Engenho de Dentro,-2.289.485,-4.329.357,S,RSTN,BR,,21,3304557,,,0,,28,America/Sao_Paulo,11/06/2020
3464140,Ribeirão do Engenho da Serra,Ribeirao do Engenho da Serra,Ribeirao do Engenho da Serra$Ribeirão do Engenho da Serra,-20.9,-4.753.333,H,STM,BR,,27,,,,0,,785,America/Sao_Paulo,05/03/2013
3464141,Engenho da Raiz,Engenho da Raiz,,-12.25,-38.85,P,PPL,BR,,5,2910800,,,0,,186,America/Bahia,03/08/2012
3464142,Estação Engenho da Rainha,Estacao Engenho da Rainha,Estacao Engenho da Rainha$Estação Engenho da Rainha,-2.286.774,-4.329.567,S,RSTN,BR,,21,3304557,,,0,,28,America/Sao_Paulo,03/08/2012
3464143,Córrego Engenho d’Água,Corrego Engenho d'Agua,Corrego Engenho d'Agua$Córrego Engenho d’Água,-2.158.333,-4.186.667,H,STM,BR,,21,,,,0,,54,America/Sao_Paulo,05/12/2012
3464144,Engenho d’Água,Engenho d'Agua,Engenho d'Agua$Engenho d’Água,-2.156.667,-4.188.333,P,PPL,BR,,21,3300902,,,0,,38,America/Sao_Paulo,05/12/2012
3464145,Engenho d’Água,Engenho d'Agua,,-1.261.667,-3.863.333,P,PPL,BR,,5,2929206,,,0,,8,America/Bahia,03/08/2012
3464146,Engenho Central,Engenho Central,Engenho Central,-2.241.667,-44.3,P,PPL,BR,,21,3304110,,,0,,395,America/Sao_Paulo,05/03/2013
3464147,Praia Engenhoca,Praia Engenhoca,Praia Engenhoca,-2.283.333,-4.316.667,T,BCH,BR,,21,,,,0,,-9999,America/Sao_Paulo,05/12/2012
3464148,Engenhoca,Engenhoca,,-1.261.667,-3.886.667,P,PPL,BR,,5,2904902,,,0,,44,America/Bahia,03/08/2012
3464149,Engenho Água Branca,Engenho Agua Branca,,-12,-4.066.667,P,PPL,BR,,5,2922102,,,0,,505,America/Bahia,03/08/2012
3464150,Serra do Engenho,Serra do Engenho,Serra do Engenho,-16.8,-4.291.667,T,HLLS,BR,,15,,,,0,,824,America/Bahia,05/12/2012
3464151,Ribeirão do Engenho,Ribeirao do Engenho,Corrego do Engenho$Córrego do Engenho$Ribeirao do Engenho$Ribeirão do Engenho,-20.85,-4.786.667,H,STM,BR,,27,,,,0,,609,America/Sao_Paulo,04/11/2013
3464152,Ribeirão do Engenho,Ribeirao do Engenho,Ribeirao do Engenho$Ribeirão do Engenho,-20.65,-44.6,H,STM,BR,,15,,,,0,,851,America/Sao_Paulo,05/03/2013
3464153,Ribeirão do Engenho,Ribeirao do Engenho,Ribeirao do Engenho$Ribeirão do Engenho,-1.507.578,-5.644.349,H,STM,BR,,14,,,,0,,182,America/Cuiaba,05/06/2013
3464154,Lajeado do Engenho,Lajeado do Engenho,,-29.1,-5.341.667,H,STM,BR,,23,,,,0,,300,America/Sao_Paulo,17/12/1993
3464155,Lajeado do Engenho,Lajeado do Engenho,Arroio Engenho$Lajeado do Engenho,-2.798.333,-55.3,H,STM,BR,BR,23,,,,0,,93,America/Sao_Paulo,19/01/2012
3464156,Ilha do Engenho,Ilha do Engenho,Ilha do Engenho,-2.283.497,-4.310.932,T,ISL,BR,,21,3304904,,,0,,0,America/Sao_Paulo,09/04/2014
3464157,Córrego do Engenho,Corrego do Engenho,Corrego do Engenho$Córrego do Engenho,-2.101.667,-4.543.333,H,STM,BR,,15,,,,0,,896,America/Sao_Paulo,05/03/2013
3464158,Córrego do Engenho,Corrego do Engenho,Corixa do Engenho$Corrego do Engenho$Córrego do Engenho,-1.813.333,-5.491.667,H,STM,BR,BR,11,,,,0,,177,America/Campo_Grande,11/06/2020
3464159,Córrego Engenho,Corrego Engenho,,-2.138.333,-54.1,H,STM,BR,,11,,,,0,,362,America/Campo_Grande,17/12/1993
3464160,Córrego Engenho,Corrego Engenho,Corrego Engenho$Córrego Engenho,-2.106.667,-41.95,H,STM,BR,,21,,,,0,,208,America/Sao_Paulo,05/12/2012
3464161,Córrego Engenho,Corrego Engenho,Corrego Engenho$Córrego Engenho,-1.921.667,-4.863.333,H,STM,BR,,15,,,,0,,698,America/Sao_Paulo,09/02/2013
3464162,Córrego Engenho,Corrego Engenho,Corrego Engenho$Córrego Engenho,-1.726.667,-4.948.333,H,STM,BR,,29,,,,0,,581,America/Sao_Paulo,09/02/2013
3464163,Arroio do Engenho,Arroio do Engenho,,-2.926.667,-5.073.333,H,STM,BR,,23,,,,0,,740,America/Sao_Paulo,17/12/1993
3464164,Arroio do Engenho,Arroio do Engenho,,-2.826.667,-5.266.667,H,STM,BR,,23,,,,0,,548,America/Sao_Paulo,17/12/1993
3464165,Engenho,Engenho,Engenho,-2.103.333,-4.511.667,S,RSTP,BR,,15,3111903,,,0,,932,America/Sao_Paulo,05/03/2013
3464166,Engenho,Engenho,Engenho,-21.4,-46.95,P,PPL,BR,,15,3104106,,,0,,686,America/Sao_Paulo,05/03/2013
3464167,Engenho,Engenho,Engenho,-1.923.333,-48.6,P,PPL,BR,,15,3152808,,,0,,695,America/Sao_Paulo,09/02/2013
3464168,Engenho,Engenho,Engenho,-1.516.833,-4.312.172,P,PPL,BR,,15,3127339,,,0,,516,America/Sao_Paulo,09/03/2020
3464169,Engenho,Engenho,Alegrete,-1.515.694,-5.641.083,P,PPLL,BR,BR,14,5100102,,,0,,187,America/Cuiaba,03/08/2012
3464170,Engenho,Engenho,,-1.481.667,-5.633.333,P,PPL,BR,,14,5107701,,,0,,195,America/Cuiaba,03/08/2012
3464171,Engenho,Engenho,,-13.5,-4.156.667,P,PPL,BR,,5,2918605,,,0,,635,America/Bahia,03/08/2012
3464172,Engenho,Engenho,,-13.3,-4.181.667,P,PPL,BR,,5,2900108,,,0,,992,America/Bahia,03/08/2012
3464173,Engenho,Engenho,,-1.291.667,-38.65,P,PPL,BR,,5,2916104,,,0,,57,America/Bahia,03/08/2012
3464174,Engenho,Engenho,,-1.271.667,-3.918.333,P,PPL,BR,,5,2929602,,,0,,227,America/Bahia,03/08/2012
3464175,Engenho,Engenho,,-1.213.333,-40.3,P,PPL,BR,,5,2919603,,,0,,369,America/Bahia,03/08/2012
3464176,Engenho,Engenho,Engenho$Engenho Velho,-10.7,-44.25,P,PPL,BR,BR,5,2928406,,,0,,566,America/Bahia,03/08/2012
3464177,Engenhinho,Engenhinho,,-1.498.333,-5.663.333,P,PPL,BR,,14,5107701,,,0,,226,America/Cuiaba,03/08/2012
3464178,Engenheiro Zander,Engenheiro Zander,Engenheiro Zander,-16.3,-4.373.333,S,RSTN,BR,,15,3112703,,,0,,547,America/Bahia,05/12/2012
3464179,Engenheiro Valente,Engenheiro Valente,Engenheiro Valente,-1.651.667,-4.886.667,S,RSTN,BR,,29,5212303,,,0,,999,America/Sao_Paulo,09/02/2013
3464180,Engenheiro Trompowsky,Engenheiro Trompowsky,Engenheiro Trompowsky,-2.131.667,-4.628.333,S,RSTN,BR,,15,3143005,,,0,,780,America/Sao_Paulo,05/03/2013
3464181,Engenheiro Taveira,Engenheiro Taveira,,-21.15,-50.5,P,PPL,BR,,27,3502804,,,0,,385,America/Sao_Paulo,03/08/2012
3464182,Estação Engenheiro Sebastião Gualberto,Estacao Engenheiro Sebastiao Gualberto,Estacao Engenheiro Sebastiao Gualberto$Estação Engenheiro Sebastião Gualberto$Rio do Engano$Sebastiao Gualberto$Sebastião Gualberto,-2.353.333,-46.55,S,RSTN,BR,BR,27,3550308,25,,0,,730,America/Sao_Paulo,11/06/2020
3464183,Engenheiro Schnoor,Engenheiro Schnoor,,-1.715.528,-4.208.583,P,PPLL,BR,,15,3103405,,,0,,444,America/Sao_Paulo,03/08/2012
3464184,Engenheiro Schmidt,Engenheiro Schmidt,,-208.675,-4.930.972,P,PPLL,BR,,27,3549805,,,0,,518,America/Sao_Paulo,03/08/2012
3464185,Engenheiro Schamber,Engenheiro Schamber,Engenheiro Chamber$Engenheiro Schamber,-24.2,-49.6,S,RSTP,BR,BR,18,4126306,,,0,,948,America/Sao_Paulo,03/08/2012
3464186,Engenheiro São Paulo,Engenheiro Sao Paulo,Engenheiro Sao Paulo$Engenheiro São Paulo,-23.55,-46.6,S,RSTN,BR,,27,3550308,25,,0,,748,America/Sao_Paulo,27/10/2018
3464187,Engenheiro Sá Freire,Engenheiro Sa Freire,Engenheiro Sa Freire$Engenheiro Sá Freire,-1.968.333,-4.398.333,S,RSTP,BR,,15,3117876,,,0,,690,America/Sao_Paulo,05/12/2012
3464188,Engenheiro Sá e Silva,Engenheiro Sa e Silva,Engenheiro Sa Silva$Engenheiro Sa e Silva$Engenheiro Sá Silva$Engenheiro Sá e Silva,-23.05,-4.566.667,S,RSTN,BR,BR,27,3508504,,,0,,542,America/Sao_Paulo,03/08/2012
3464189,Engenheiro Roxo,Engenheiro Roxo,Engenheiro Roxo,-20.4,-4.543.333,S,RSTP,BR,,15,3126109,,,0,,932,America/Sao_Paulo,05/03/2013
3464190,Engenheiro Rohe,Engenheiro Rohe,Engenheiro Rohe,-2.171.667,-4.696.667,S,RSTN,BR,,27,3523800,,,0,,682,America/Sao_Paulo,05/03/2013
3464191,Engenheiro Rocha Freire,Engenheiro Rocha Freire,Engenheiro Rocha Freire$Santa Rita,-2.268.333,-4.346.667,S,RSTN,BR,BR,21,3303500,,,0,,29,America/Sao_Paulo,03/08/2012
3464192,Engenheiro Raul Gonçalves,Engenheiro Raul Goncalves,Engenheiro Raul Goncalves$Engenheiro Raul Gonçalves$Raul Goncalves$Raul Gonçalves,-17.85,-4.818.333,P,PPL,BR,BR,29,5210109,,,0,,682,America/Sao_Paulo,03/08/2012
3464193,Engenheiro Pontes,Engenheiro Pontes,,-1.312.361,-3.943.556,P,PPLL,BR,,5,2918803,,,0,,219,America/Bahia,03/08/2012
3464194,Engenheiro Paulo de Frontin,Engenheiro Paulo de Frontin,Paulo Be Frontin$Rodeio$Soledad de Rodeio,-2.254.972,-4.367.833,P,PPL,BR,BR,21,3301801,,,0,,391,America/Sao_Paulo,03/08/2012
3464195,Engenheiro Passos,Engenheiro Passos,,-2.250.167,-44.675,P,PPLL,BR,,21,3304201,,,0,,472,America/Sao_Paulo,03/08/2012
3464196,Engenheiro Otávio Rocha,Engenheiro Otavio Rocha,Engenheiro Otavio Rocha$Engenheiro Otávio Rocha$Otavio Rocha,-29.45,-54.75,S,RSTN,BR,BR,23,4311106,,,0,,113,America/Sao_Paulo,11/06/2020
3464197,Engenheiro Oscar Taylor,Engenheiro Oscar Taylor,Engenheiro Oscar Taylor$Oscar Taylor,-1.253.333,-3.861.667,S,RSTP,BR,BR,5,2929503,,,0,,75,America/Bahia,03/08/2012
3464198,Engenheiro Olavo Barreto Viana,Engenheiro Olavo Barreto Viana,Engenheiro Olavo Barreto Viana$Engenheiro Olavo Barreto Vianna$Parada Olavo Viana,-2.881.667,-55.85,S,RSTP,BR,BR,23,4318002,,,0,,100,America/Sao_Paulo,03/08/2012
3464199,Engenheiro Nóbrega,Engenheiro Nobrega,Engenheiro Nobrega$Engenheiro Nóbrega,-2.245.139,-4.370.056,P,PPL,BR,,21,3306206,,,0,,561,America/Sao_Paulo,05/12/2012
3464200,Engenheiro Navarro,Engenheiro Navarro,,-1.727.972,-43.95,P,PPL,BR,,15,3123809,,,0,,665,America/Sao_Paulo,03/08/2012
3464201,Engenheiro Mendes,Engenheiro Mendes,Engenheiro Mendes,-2.198.333,-4.698.333,S,RSTN,BR,,27,3500303,,,0,,622,America/Sao_Paulo,05/03/2013
3464202,Engenheiro Marsilac,Engenheiro Marsilac,Engenheiro Marcilac$Engenheiro Marsila$Engenheiro Marsilac,-2.391.667,-4.666.667,S,RSTN,BR,BR,27,3550308,20,,0,,776,America/Sao_Paulo,27/10/2018
3464203,Estação Engenheiro Maia,Estacao Engenheiro Maia,,-240.487,-4.908.518,S,RSTN,BR,,27,3521705,,,0,,709,America/Sao_Paulo,05/03/2013
3464204,Engenheiro Madureira,Engenheiro Madureira,,-3.086.667,-5.516.667,S,RSTN,BR,,23,4317103,,,0,,159,America/Sao_Paulo,03/08/2012
3464205,Engenheiro Lisboa,Engenheiro Lisboa,Engenheiro Lisboa,-19.8,-47.6,P,PPL,BR,,15,3118205,,,0,,790,America/Sao_Paulo,09/02/2013
3464206,Estação Engenheiro Leal,Estacao Engenheiro Leal,Estacao Engenheiro Leal$Estação Engenheiro Leal,-2.288.333,-4.333.333,S,RSTN,BR,,21,3304557,,,0,,41,America/Sao_Paulo,05/12/2012
3464207,Engenheiro Junqueira,Engenheiro Junqueira,Engenheiro Junqueira,-2.298.333,-44.05,P,PPL,BR,,21,3302601,,,0,,1,America/Sao_Paulo,05/03/2013
3464208,Engenheiro Guillman,Engenheiro Guillman,Engenheiro Gillman$Engenheiro Gilman$Engenheiro Guillman,-1.971.667,-42.95,S,RSTN,BR,BR,15,3144706,,,0,,509,America/Sao_Paulo,03/08/2012
3464209,Engenheiro Franca,Engenheiro Franca,,-132.425,-3.975.806,P,PPLL,BR,,5,2932101,,,0,,378,America/Bahia,03/08/2012
3464210,Engenheiro Figueiredo,Engenheiro Figueiredo,Engenheiro Figueiredo,-21.4,-4.483.333,S,RSTP,BR,,15,3130804,,,0,,896,America/Sao_Paulo,05/03/2013
3464211,Engenheiro Correia,Engenheiro Correia,,-203.475,-4.377.139,P,PPLL,BR,,15,3146107,,,0,,988,America/Sao_Paulo,03/08/2012
3464212,Estação Engenheiro Coelho,Estacao Engenheiro Coelho,Estacao Engenheiro Coelho$Estação Engenheiro Coelho,-22.5,-47.2,S,RSTN,BR,,27,3515152,,,0,,661,America/Sao_Paulo,05/03/2013
3464213,Engenheiro Castilho,Engenheiro Castilho,Engenheiro Castilho,-16.35,-48.95,S,RSTN,BR,,29,5201108,,,0,,1020,America/Sao_Paulo,09/02/2013
3464214,Engenheiro Carvalhais,Engenheiro Carvalhais,Engenheiro Carvalhais,-2.203.333,-43.4,P,PPL,BR,,15,3106101,,,0,,436,America/Sao_Paulo,24/07/2018
3464215,Engenheiro Bourdot,Engenheiro Bourdot,Engenheiro Bardot$Engenheiro Bordoux$Engenheiro Bourdot,-1.956.667,-4.501.667,S,RSTN,BR,BR,15,3138302,,,0,,636,America/Sao_Paulo,03/08/2012
3464216,Engenheiro Bley,Engenheiro Bley,Engenheiro Blei$Engenheiro Bley,-2.561.667,-49.75,P,PPL,BR,BR,18,4113205,,,0,,901,America/Sao_Paulo,03/08/2012
3464217,Engenheiro Bethout,Engenheiro Bethout,Engenheiro Bethout,-1.836.667,-4.823.333,S,RSTN,BR,,15,3103504,,,0,,553,America/Sao_Paulo,09/02/2013
3464218,Engenheiro Berredo,Engenheiro Berredo,Engenheiro Berredo,-2.041.667,-44.9,S,RSTN,BR,,15,3133501,,,0,,761,America/Sao_Paulo,05/03/2013
3464219,Engenheiro Beltrão,Engenheiro Beltrao,,-2.379.722,-5.226.917,P,PPL,BR,,18,4107504,,,14954,,479,America/Sao_Paulo,03/08/2012
3464220,Engenheiro Barbosa Gonçalves,Engenheiro Barbosa Goncalves,,-3.158.333,-52.45,S,RSTN,BR,,23,4314407,,,0,,45,America/Sao_Paulo,03/08/2012
3464221,Engenheiro Balduíno,Engenheiro Balduino,Balduino$Engenheiro Balduino$Engenheiro Balduíno,-17.15,-48.35,S,RSTN,BR,BR,29,5217401,,,0,,915,America/Sao_Paulo,11/06/2020
3464222,Engenheiro Balduíno,Engenheiro Balduino,,-2.068.278,-4.968.778,P,PPLL,BR,,27,3531407,,,0,,570,America/Sao_Paulo,03/08/2012
3464223,Estação Engenheiro Bacelar,Estacao Engenheiro Bacelar,Estacao Engenheiro Bacelar$Estação Engenheiro Bacelar,-23.9,-48.75,S,RSTN,BR,,27,3553856,,,0,,666,America/Sao_Paulo,05/03/2013
3464224,Engenheiro Átila Menezes,Engenheiro Atila Menezes,Engenheiro Atila Menezes$Engenheiro Átila Menezes$Queimada,-13.35,-3.986.667,S,RSTN,BR,BR,5,2927903,,,0,,568,America/Bahia,11/06/2020
3464225,Engenheiro Artur Alvim,Engenheiro Artur Alvim,Alvim$Artur Alvim$Engenheiro Artur Alvim,-2.353.333,-46.5,S,RSTN,BR,BR,27,3550308,21,,0,,768,America/Sao_Paulo,04/01/2020
3464226,Engenheiro Álvaro Crespo,Engenheiro Alvaro Crespo,,-3.058.333,-5.516.667,S,RSTN,BR,,23,4317103,,,0,,142,America/Sao_Paulo,03/08/2012
